acq_year,groupname,count
2012,miratu,7
2013,miratu,13
2014,miratu,7
2015,miratu,9
2016,miratu,19
2017,miratu,9
2018,miratu,11
2019,miratu,6
2004,monte caseros,2
2005,monte caseros,1
2006,monte caseros,2
2007,monte caseros,1
2009,monte caseros,1
2011,monte caseros,1
2012,monte caseros,1
2013,monte caseros,1
2017,monte caseros,1
2004,morro branco,1
2007,morro branco,1
2010,morro branco,1
2012,morro branco,2
2003,morro da palha,1
2006,morro da palha,1
2000,moskow,1
2001,moskow,2
2002,moskow,3
2003,moskow,2
2004,moskow,4
2005,moskow,6
2006,moskow,5
2007,moskow,6
2008,moskow,3
2009,moskow,5
2010,moskow,6
2011,moskow,4
2012,moskow,5
2013,moskow,4
2014,moskow,6
2015,moskow,5
2016,moskow,5
2017,moskow,9
2018,moskow,9
2019,moskow,8
2001,mpe maria,2
2002,mpe maria,17
2003,mpe maria,15
2004,mpe maria,7
2005,mpe maria,15
2006,mpe maria,8
2007,mpe maria,11
2008,mpe maria,1
2009,mpe maria,2
2010,mpe maria,9
2011,mpe maria,5
2012,mpe maria,5
2013,mpe maria,10
2014,mpe maria,6
2015,mpe maria,3
2016,mpe maria,4
2017,mpe maria,4
2018,mpe maria,2
2019,mpe maria,4
2002,mtdio rio negro i,12
2003,mtdio rio negro i,22
2004,mtdio rio negro i,10
2005,mtdio rio negro i,9
2006,mtdio rio negro i,10
2007,mtdio rio negro i,26
2008,mtdio rio negro i,10
2009,mtdio rio negro i,9
2010,mtdio rio negro i,13
2011,mtdio rio negro i,12
2012,mtdio rio negro i,7
2013,mtdio rio negro i,10
2014,mtdio rio negro i,10
2015,mtdio rio negro i,12
2016,mtdio rio negro i,12
2017,mtdio rio negro i,10
2018,mtdio rio negro i,22
2019,mtdio rio negro i,8
2002,mtdio rio negro ii,1
2003,mtdio rio negro ii,2
2004,mtdio rio negro ii,3
2010,mtdio rio negro ii,3
2012,mtdio rio negro ii,1
2014,mtdio rio negro ii,3
2017,mtdio rio negro ii,2
2018,mtdio rio negro ii,1
2019,mtdio rio negro ii,1
2008,mundo verdecachoeirinha,1
2011,mundo verdecachoeirinha,6
2012,mundo verdecachoeirinha,1
2014,mundo verdecachoeirinha,1
2015,mundo verdecachoeirinha,8
2017,mundo verdecachoeirinha,2
2001,munduruku,9
2002,munduruku,77
2003,munduruku,128
2004,munduruku,121
2005,munduruku,151
2006,munduruku,175
2007,munduruku,139
2008,munduruku,141
2009,munduruku,114
2010,munduruku,226
2011,munduruku,164
2012,munduruku,248
2013,munduruku,77
2014,munduruku,183
2015,munduruku,188
2016,munduruku,257
2017,munduruku,180
2018,munduruku,98
2019,munduruku,138
2002,mundurukutaquara,2
2004,mundurukutaquara,1
2006,mundurukutaquara,3
2007,mundurukutaquara,1
2008,mundurukutaquara,1
2013,mundurukutaquara,1
2014,mundurukutaquara,4
2015,mundurukutaquara,7
2016,mundurukutaquara,6
2017,mundurukutaquara,1
2018,mundurukutaquara,3
2002,muriru,1
2003,muriru,1
2004,muriru,2
2005,muriru,1
2006,muriru,3
2007,muriru,1
2009,muriru,1
2010,muriru,3
2011,muriru,1
2012,muriru,1
2015,muriru,3
2016,muriru,2
2017,muriru,2
2019,muriru,1
2001,murutingatracaja,2
2002,murutingatracaja,11
2003,murutingatracaja,9
2004,murutingatracaja,4
2005,murutingatracaja,8
2006,murutingatracaja,8
2007,murutingatracaja,8
2008,murutingatracaja,5
2009,murutingatracaja,32
2010,murutingatracaja,9
2011,murutingatracaja,7
2012,murutingatracaja,7
2013,murutingatracaja,10
2014,murutingatracaja,14
2015,murutingatracaja,17
2016,murutingatracaja,3
2017,murutingatracaja,9
2018,murutingatracaja,4
2019,murutingatracaja,4
2000,nambikwara,3
2001,nambikwara,35
2002,nambikwara,97
2003,nambikwara,152
2004,nambikwara,249
2005,nambikwara,176
2006,nambikwara,203
2007,nambikwara,659
2008,nambikwara,112
2009,nambikwara,88
2010,nambikwara,779
2011,nambikwara,172
2012,nambikwara,242
2013,nambikwara,172
2014,nambikwara,73
2015,nambikwara,176
2016,nambikwara,131
2017,nambikwara,108
2018,nambikwara,67
2019,nambikwara,143
2001,nhamundßmapuera,16
2002,nhamundßmapuera,29
2003,nhamundßmapuera,31
2004,nhamundßmapuera,28
2005,nhamundßmapuera,19
2006,nhamundßmapuera,29
2007,nhamundßmapuera,46
2008,nhamundßmapuera,27
2009,nhamundßmapuera,55
2010,nhamundßmapuera,35
2011,nhamundßmapuera,7
2012,nhamundßmapuera,22
2013,nhamundßmapuera,21
2014,nhamundßmapuera,38
2015,nhamundßmapuera,53
2016,nhamundßmapuera,37
2017,nhamundßmapuera,17
2018,nhamundßmapuera,30
2019,nhamundßmapuera,8
2001,nioaque,1
2004,nioaque,1
2005,nioaque,11
2007,nioaque,8
2008,nioaque,2
2009,nioaque,2
2012,nioaque,3
2014,nioaque,3
2016,nioaque,2
2017,nioaque,5
2018,nioaque,3
2000,nonindigenous,15196
2001,nonindigenous,136620
2002,nonindigenous,504657
2003,nonindigenous,529859
2004,nonindigenous,611052
2005,nonindigenous,605233
2006,nonindigenous,388794
2007,nonindigenous,661408
2008,nonindigenous,336232
2009,nonindigenous,239125
2010,nonindigenous,537672
2011,nonindigenous,255410
2012,nonindigenous,371911
2013,nonindigenous,206737
2014,nonindigenous,290011
2015,nonindigenous,393629
2016,nonindigenous,307558
2017,nonindigenous,357322
2018,nonindigenous,218250
2019,nonindigenous,246781
2000,nonoai,1
2002,nonoai,34
2003,nonoai,29
2004,nonoai,34
2005,nonoai,27
2006,nonoai,29
2007,nonoai,36
2008,nonoai,20
2009,nonoai,30
2010,nonoai,20
2011,nonoai,8
2012,nonoai,20
2013,nonoai,16
2014,nonoai,9
2015,nonoai,2
2016,nonoai,23
2017,nonoai,8
2018,nonoai,8
2019,nonoai,11
2002,nonoairio da vßrzea,1
2005,nonoairio da vßrzea,1
2010,nonoairio da vßrzea,3
2012,nonoairio da vßrzea,1
2013,nonoairio da vßrzea,1
2014,nonoairio da vßrzea,1
2016,nonoairio da vßrzea,2
2018,nonoairio da vßrzea,1
2005,nova esperanta do rio jandiatuba,2
2014,nova esperanta do rio jandiatuba,1
2003,nova jacundß,1
2002,nove de janeiro,1
2003,nove de janeiro,2
2004,nove de janeiro,2
2005,nove de janeiro,5
2006,nove de janeiro,5
2007,nove de janeiro,8
2009,nove de janeiro,4
2010,nove de janeiro,45
2011,nove de janeiro,7
2012,nove de janeiro,5
2015,nove de janeiro,51
2016,nove de janeiro,4
2017,nove de janeiro,5
2018,nove de janeiro,1
2019,nove de janeiro,4
2002,nukini,4
2003,nukini,14
2005,nukini,17
2006,nukini,8
2007,nukini,12
2008,nukini,9
2009,nukini,1
2010,nukini,16
2011,nukini,2
2012,nukini,15
2013,nukini,12
2014,nukini,6
2015,nukini,4
2016,nukini,9
2017,nukini,5
2018,nukini,14
2019,nukini,3
2007,ofaytxavante,2
2001,ouro,2
2002,ouro,3
2003,ouro,2
2004,ouro,5
2005,ouro,3
2006,ouro,15
2007,ouro,1
2008,ouro,1
2009,ouro,3
2010,ouro,2
2011,ouro,2
2012,ouro,5
2013,ouro,2
2014,ouro,9
2015,ouro,9
2016,ouro,5
2017,ouro,8
2018,ouro,3
2019,ouro,13
2001,pacaas novas,4
2002,pacaas novas,14
2003,pacaas novas,17
2004,pacaas novas,23
2005,pacaas novas,45
2006,pacaas novas,35
2007,pacaas novas,53
2008,pacaas novas,36
2009,pacaas novas,47
2010,pacaas novas,99
2011,pacaas novas,64
2012,pacaas novas,85
2013,pacaas novas,48
2014,pacaas novas,38
2015,pacaas novas,78
2016,pacaas novas,56
2017,pacaas novas,96
2018,pacaas novas,52
2019,pacaas novas,88
2004,padre,2
2006,padre,1
2010,padre,3
2011,padre,1
2014,padre,1
2002,palmas,7
2003,palmas,5
2004,palmas,15
2005,palmas,1
2006,palmas,29
2007,palmas,4
2008,palmas,4
2009,palmas,5
2010,palmas,2
2011,palmas,2
2012,palmas,3
2013,palmas,2
2014,palmas,1
2015,palmas,1
2016,palmas,3
2017,palmas,4
2018,palmas,2
2019,palmas,3
2003,panambi lagoa rica,1
2004,panambi lagoa rica,5
2005,panambi lagoa rica,1
2007,panambi lagoa rica,2
2008,panambi lagoa rica,2
2009,panambi lagoa rica,1
2011,panambi lagoa rica,3
2013,panambi lagoa rica,4
2015,panambi lagoa rica,3
2016,panambi lagoa rica,5
2018,panambi lagoa rica,1
2019,panambi lagoa rica,2
2004,panambizinho,3
2005,panambizinho,1
2006,panambizinho,6
2007,panambizinho,4
2008,panambizinho,6
2009,panambizinho,4
2010,panambizinho,2
2011,panambizinho,1
2012,panambizinho,3
2014,panambizinho,1
2015,panambizinho,5
2016,panambizinho,2
2017,panambizinho,2
2018,panambizinho,1
2001,panarß,74
2002,panarß,30
2003,panarß,42
2004,panarß,16
2005,panarß,30
2006,panarß,13
2007,panarß,44
2008,panarß,33
2009,panarß,9
2010,panarß,47
2011,panarß,7
2012,panarß,20
2013,panarß,11
2014,panarß,11
2015,panarß,7
2016,panarß,20
2017,panarß,56
2018,panarß,15
2019,panarß,13
2017,pankarart,1
2011,pankararu,1
2002,paquitamba,2
2003,paquitamba,2
2004,paquitamba,9
2006,paquitamba,8
2007,paquitamba,1
2009,paquitamba,1
2010,paquitamba,2
2011,paquitamba,6
2013,paquitamba,1
2014,paquitamba,1
2016,paquitamba,2
2017,paquitamba,4
2018,paquitamba,5
2001,parabubure,344
2002,parabubure,627
2003,parabubure,578
2004,parabubure,778
2005,parabubure,666
2006,parabubure,618
2007,parabubure,1146
2008,parabubure,709
2009,parabubure,258
2010,parabubure,1156
2011,parabubure,928
2012,parabubure,852
2013,parabubure,596
2014,parabubure,750
2015,parabubure,599
2016,parabubure,817
2017,parabubure,876
2018,parabubure,754
2019,parabubure,804
2009,paracuhuba,2
2011,paracuhuba,1
2013,paracuhuba,1
2014,paracuhuba,4
2015,paracuhuba,1
2016,paracuhuba,3
2017,paracuhuba,2
2018,paracuhuba,4
2019,paracuhuba,1
2001,parakanp,1
2002,parakanp,25
2003,parakanp,9
2004,parakanp,19
2005,parakanp,28
2006,parakanp,17
2007,parakanp,30
2008,parakanp,22
2009,parakanp,24
2010,parakanp,19
2011,parakanp,11
2012,parakanp,6
2013,parakanp,14
2014,parakanp,9
2015,parakanp,11
2016,parakanp,13
2017,parakanp,9
2018,parakanp,6
2019,parakanp,1
2003,parana do boa boa,1
2004,parana do boa boa,1
2017,parana do boa boa,1
2019,parana do boa boa,1
2001,paranß do arauat,1
2005,paranß do arauat,6
2007,paranß do arauat,1
2009,paranß do arauat,18
2012,paranß do arauat,15
2014,paranß do arauat,6
2015,paranß do arauat,12
2016,paranß do arauat,5
2000,paresi,2
2001,paresi,295
2002,paresi,379
2003,paresi,557
2004,paresi,619
2005,paresi,835
2006,paresi,747
2007,paresi,852
2008,paresi,456
2009,paresi,432
2010,paresi,1150
2011,paresi,408
2012,paresi,742
2013,paresi,434
2014,paresi,559
2015,paresi,424
2016,paresi,528
2017,paresi,435
2018,paresi,323
2019,paresi,509
2000,parque do araguaia,5
2001,parque do araguaia,1798
2002,parque do araguaia,2020
2003,parque do araguaia,1997
2004,parque do araguaia,1498
2005,parque do araguaia,2352
2006,parque do araguaia,1673
2007,parque do araguaia,4898
2008,parque do araguaia,2475
2009,parque do araguaia,437
2010,parque do araguaia,7694
2011,parque do araguaia,1846
2012,parque do araguaia,4490
2013,parque do araguaia,1013
2014,parque do araguaia,2235
2015,parque do araguaia,1852
2016,parque do araguaia,3360
2017,parque do araguaia,3632
2018,parque do araguaia,1319
2019,parque do araguaia,2559
2001,parque do aripuanp,3
2002,parque do aripuanp,27
2003,parque do aripuanp,32
2004,parque do aripuanp,64
2005,parque do aripuanp,53
2006,parque do aripuanp,43
2007,parque do aripuanp,37
2008,parque do aripuanp,49
2009,parque do aripuanp,27
2010,parque do aripuanp,156
2011,parque do aripuanp,53
2012,parque do aripuanp,46
2013,parque do aripuanp,31
2014,parque do aripuanp,24
2015,parque do aripuanp,26
2016,parque do aripuanp,28
2017,parque do aripuanp,33
2018,parque do aripuanp,32
2019,parque do aripuanp,34
2000,parque do tumucumaque,84
2001,parque do tumucumaque,320
2002,parque do tumucumaque,791
2003,parque do tumucumaque,238
2004,parque do tumucumaque,1283
2005,parque do tumucumaque,350
2006,parque do tumucumaque,544
2007,parque do tumucumaque,306
2008,parque do tumucumaque,786
2009,parque do tumucumaque,895
2010,parque do tumucumaque,241
2011,parque do tumucumaque,645
2012,parque do tumucumaque,718
2013,parque do tumucumaque,280
2014,parque do tumucumaque,982
2015,parque do tumucumaque,586
2016,parque do tumucumaque,396
2017,parque do tumucumaque,815
2018,parque do tumucumaque,516
2019,parque do tumucumaque,309
2001,parque do xingu,238
2002,parque do xingu,408
2003,parque do xingu,429
2004,parque do xingu,418
2005,parque do xingu,471
2006,parque do xingu,494
2007,parque do xingu,1078
2008,parque do xingu,306
2009,parque do xingu,168
2010,parque do xingu,2094
2011,parque do xingu,791
2012,parque do xingu,682
2013,parque do xingu,275
2014,parque do xingu,779
2015,parque do xingu,706
2016,parque do xingu,1805
2017,parque do xingu,1052
2018,parque do xingu,344
2019,parque do xingu,903
2008,passo grande do rio forquilha,1
2009,passo grande do rio forquilha,1
2001,patauß,2
2003,patauß,2
2004,patauß,1
2005,patauß,1
2006,patauß,2
2008,patauß,1
2009,patauß,3
2015,patauß,1
2016,patauß,1
2001,paukalirajausu,6
2002,paukalirajausu,19
2003,paukalirajausu,25
2004,paukalirajausu,10
2005,paukalirajausu,26
2006,paukalirajausu,15
2007,paukalirajausu,36
2008,paukalirajausu,3
2009,paukalirajausu,14
2010,paukalirajausu,76
2011,paukalirajausu,5
2012,paukalirajausu,2
2013,paukalirajausu,9
2014,paukalirajausu,7
2015,paukalirajausu,39
2016,paukalirajausu,38
2017,paukalirajausu,30
2018,paukalirajausu,12
2019,paukalirajausu,47
2006,paumari do cuniua,1
2007,paumari do cuniua,1
2010,paumari do cuniua,3
2019,paumari do cuniua,1
2005,paumari do lago manissup,1
2007,paumari do lago manissup,1
2002,paumari do lago marahp,4
2003,paumari do lago marahp,2
2004,paumari do lago marahp,1
2005,paumari do lago marahp,1
2007,paumari do lago marahp,2
2008,paumari do lago marahp,3
2009,paumari do lago marahp,5
2010,paumari do lago marahp,10
2011,paumari do lago marahp,1
2012,paumari do lago marahp,5
2013,paumari do lago marahp,9
2014,paumari do lago marahp,6
2015,paumari do lago marahp,4
2016,paumari do lago marahp,4
2017,paumari do lago marahp,4
2018,paumari do lago marahp,2
2019,paumari do lago marahp,2
2006,paumari do lago paricß,2
2007,paumari do lago paricß,1
2009,paumari do lago paricß,3
2012,paumari do lago paricß,2
2013,paumari do lago paricß,1
2015,paumari do lago paricß,10
2016,paumari do lago paricß,1
2017,paumari do lago paricß,6
2003,paumari do rio ituxi,3
2004,paumari do rio ituxi,3
2005,paumari do rio ituxi,2
2007,paumari do rio ituxi,2
2010,paumari do rio ituxi,4
2011,paumari do rio ituxi,1
2013,paumari do rio ituxi,2
2015,paumari do rio ituxi,2
2016,paumari do rio ituxi,5
2017,paumari do rio ituxi,3
2018,paumari do rio ituxi,2
2002,peneritacaquiri,6
2003,peneritacaquiri,3
2004,peneritacaquiri,7
2005,peneritacaquiri,4
2006,peneritacaquiri,4
2007,peneritacaquiri,5
2009,peneritacaquiri,6
2010,peneritacaquiri,9
2011,peneritacaquiri,3
2012,peneritacaquiri,1
2013,peneritacaquiri,5
2014,peneritacaquiri,5
2015,peneritacaquiri,2
2016,peneritacaquiri,24
2017,peneritacaquiri,5
2018,peneritacaquiri,60
2019,peneritacaquiri,37
2002,pequizal,1
2004,pequizal,37
2007,pequizal,4
2008,pequizal,12
2010,pequizal,24
2013,pequizal,3
2015,pequizal,2
2016,pequizal,1
2017,pequizal,3
2018,pequizal,1
2001,pequizal do naruvtu,5
2002,pequizal do naruvtu,1
2003,pequizal do naruvtu,9
2004,pequizal do naruvtu,141
2005,pequizal do naruvtu,151
2006,pequizal do naruvtu,18
2007,pequizal do naruvtu,13
2008,pequizal do naruvtu,10
2009,pequizal do naruvtu,30
2010,pequizal do naruvtu,50
2011,pequizal do naruvtu,18
2012,pequizal do naruvtu,10
2013,pequizal do naruvtu,9
2014,pequizal do naruvtu,5
2015,pequizal do naruvtu,40
2016,pequizal do naruvtu,35
2017,pequizal do naruvtu,83
2018,pequizal do naruvtu,4
2019,pequizal do naruvtu,36
2002,perigara,28
2003,perigara,1
2004,perigara,49
2005,perigara,43
2006,perigara,1
2008,perigara,57
2010,perigara,2
2011,perigara,7
2012,perigara,11
2013,perigara,46
2015,perigara,5
2017,perigara,46
2005,pilad rebuß,1
2016,pilad rebuß,1
2000,pimentel barbosa,1
2001,pimentel barbosa,554
2002,pimentel barbosa,674
2003,pimentel barbosa,780
2004,pimentel barbosa,535
2005,pimentel barbosa,707
2006,pimentel barbosa,475
2007,pimentel barbosa,1364
2008,pimentel barbosa,482
2009,pimentel barbosa,380
2010,pimentel barbosa,1408
2011,pimentel barbosa,434
2012,pimentel barbosa,693
2013,pimentel barbosa,401
2014,pimentel barbosa,868
2015,pimentel barbosa,666
2016,pimentel barbosa,916
2017,pimentel barbosa,839
2018,pimentel barbosa,448
2019,pimentel barbosa,1045
2002,pinatuba,1
2003,pinatuba,1
2004,pinatuba,1
2005,pinatuba,1
2006,pinatuba,4
2007,pinatuba,4
2008,pinatuba,1
2011,pinatuba,1
2012,pinatuba,2
2013,pinatuba,4
2014,pinatuba,3
2015,pinatuba,1
2016,pinatuba,5
2017,pinatuba,15
2018,pinatuba,1
2019,pinatuba,2
2009,pindoty,2
2013,pindoty,3
2016,pindoty,1
2011,pinhal,1
2003,pinhalzinho,1
2004,pinhalzinho,2
2006,pinhalzinho,1
2012,pinhalzinho,1
2013,pinhalzinho,1
2002,pirahp,2
2003,pirahp,3
2004,pirahp,6
2005,pirahp,13
2006,pirahp,13
2007,pirahp,19
2008,pirahp,11
2009,pirahp,5
2010,pirahp,18
2011,pirahp,14
2012,pirahp,43
2013,pirahp,5
2014,pirahp,38
2015,pirahp,30
2016,pirahp,26
2017,pirahp,30
2018,pirahp,15
2019,pirahp,23
2006,pirai,1
2017,pirai,1
2001,pirajuf,4
2002,pirajuf,1
2003,pirajuf,4
2004,pirajuf,6
2005,pirajuf,4
2006,pirajuf,1
2007,pirajuf,3
2008,pirajuf,1
2009,pirajuf,1
2010,pirajuf,1
2011,pirajuf,1
2012,pirajuf,2
2013,pirajuf,1
2014,pirajuf,4
2016,pirajuf,2
2017,pirajuf,3
2018,pirajuf,1
2019,pirajuf,3
2001,pirakua,3
2002,pirakua,5
2003,pirakua,4
2004,pirakua,3
2005,pirakua,4
2006,pirakua,2
2007,pirakua,15
2008,pirakua,4
2010,pirakua,4
2011,pirakua,4
2012,pirakua,7
2013,pirakua,4
2014,pirakua,1
2016,pirakua,3
2017,pirakua,2
2018,pirakua,1
2019,pirakua,3
2000,pirineus de souza,4
2001,pirineus de souza,4
2002,pirineus de souza,16
2003,pirineus de souza,18
2004,pirineus de souza,24
2005,pirineus de souza,29
2006,pirineus de souza,19
2007,pirineus de souza,56
2008,pirineus de souza,4
2009,pirineus de souza,10
2010,pirineus de souza,97
2011,pirineus de souza,7
2012,pirineus de souza,13
2013,pirineus de souza,54
2014,pirineus de souza,10
2015,pirineus de souza,42
2016,pirineus de souza,8
2017,pirineus de souza,26
2018,pirineus de souza,10
2019,pirineus de souza,15
2002,piripkura restritpo de uso,8
2003,piripkura restritpo de uso,7
2004,piripkura restritpo de uso,142
2005,piripkura restritpo de uso,34
2006,piripkura restritpo de uso,199
2007,piripkura restritpo de uso,96
2008,piripkura restritpo de uso,62
2010,piripkura restritpo de uso,8
2011,piripkura restritpo de uso,11
2012,piripkura restritpo de uso,7
2013,piripkura restritpo de uso,26
2014,piripkura restritpo de uso,32
2015,piripkura restritpo de uso,14
2016,piripkura restritpo de uso,35
2017,piripkura restritpo de uso,29
2018,piripkura restritpo de uso,24
2019,piripkura restritpo de uso,47
2003,pirititi,2
2004,pirititi,2
2006,pirititi,1
2007,pirititi,1
2008,pirititi,1
2009,pirititi,1
2011,pirititi,1
2012,pirititi,1
2013,pirititi,2
2014,pirititi,9
2015,pirititi,2
2016,pirititi,4
2017,pirititi,6
2019,pirititi,2
2002,pitaguary,1
2003,pitaguary,5
2004,pitaguary,2
2005,pitaguary,1
2006,pitaguary,1
2007,pitaguary,1
2010,pitaguary,3
2011,pitaguary,1
2016,pitaguary,2
2001,pium,1
2002,pium,2
2003,pium,1
2004,pium,5
2005,pium,1
2006,pium,3
2007,pium,1
2008,pium,1
2009,pium,3
2010,pium,1
2013,pium,2
2016,pium,1
2017,pium,1
2018,pium,1
2019,pium,1
2002,ponciano,6
2003,ponciano,1
2005,ponciano,5
2006,ponciano,1
2007,ponciano,4
2009,ponciano,5
2011,ponciano,1
2012,ponciano,3
2013,ponciano,3
2014,ponciano,5
2015,ponciano,8
2016,ponciano,2
2017,ponciano,2
2018,ponciano,2
2019,ponciano,2
2001,ponta da serra,1
2002,ponta da serra,8
2003,ponta da serra,2
2004,ponta da serra,8
2005,ponta da serra,7
2006,ponta da serra,2
2007,ponta da serra,3
2008,ponta da serra,4
2009,ponta da serra,8
2010,ponta da serra,1
2011,ponta da serra,2
2012,ponta da serra,5
2013,ponta da serra,4
2014,ponta da serra,1
2015,ponta da serra,6
2016,ponta da serra,4
2017,ponta da serra,4
2018,ponta da serra,2
2019,ponta da serra,2
2002,ponte de pedra,3
2003,ponte de pedra,3
2004,ponte de pedra,26
2005,ponte de pedra,55
2006,ponte de pedra,30
2007,ponte de pedra,54
2009,ponte de pedra,1
2010,ponte de pedra,5
2012,ponte de pedra,2
2015,ponte de pedra,6
2017,ponte de pedra,21
2001,porquinhos,33
2002,porquinhos,101
2003,porquinhos,128
2004,porquinhos,64
2005,porquinhos,90
2006,porquinhos,55
2007,porquinhos,245
2008,porquinhos,49
2009,porquinhos,66
2010,porquinhos,219
2011,porquinhos,76
2012,porquinhos,238
2013,porquinhos,69
2014,porquinhos,243
2015,porquinhos,218
2016,porquinhos,101
2017,porquinhos,322
2018,porquinhos,35
2019,porquinhos,69
2000,porquinhos dos canelaappnjekra,1
2001,porquinhos dos canelaappnjekra,116
2002,porquinhos dos canelaappnjekra,237
2003,porquinhos dos canelaappnjekra,327
2004,porquinhos dos canelaappnjekra,238
2005,porquinhos dos canelaappnjekra,374
2006,porquinhos dos canelaappnjekra,296
2007,porquinhos dos canelaappnjekra,654
2008,porquinhos dos canelaappnjekra,278
2009,porquinhos dos canelaappnjekra,235
2010,porquinhos dos canelaappnjekra,629
2011,porquinhos dos canelaappnjekra,401
2012,porquinhos dos canelaappnjekra,616
2013,porquinhos dos canelaappnjekra,345
2014,porquinhos dos canelaappnjekra,374
2015,porquinhos dos canelaappnjekra,495
2016,porquinhos dos canelaappnjekra,262
2017,porquinhos dos canelaappnjekra,653
2018,porquinhos dos canelaappnjekra,313
2019,porquinhos dos canelaappnjekra,356
2001,portal do encantado,30
2002,portal do encantado,51
2003,portal do encantado,24
2004,portal do encantado,49
2005,portal do encantado,17
2006,portal do encantado,95
2007,portal do encantado,53
2008,portal do encantado,103
2009,portal do encantado,26
2010,portal do encantado,149
2011,portal do encantado,5
2012,portal do encantado,42
2013,portal do encantado,23
2014,portal do encantado,10
2015,portal do encantado,102
2016,portal do encantado,11
2017,portal do encantado,13
2018,portal do encantado,25
2019,portal do encantado,116
2001,porto lindo,1
2003,porto lindo,1
2004,porto lindo,1
2005,porto lindo,1
2006,porto lindo,5
2007,porto lindo,1
2008,porto lindo,1
2010,porto lindo,3
2013,porto lindo,1
2015,porto lindo,1
2017,porto lindo,1
2018,porto lindo,2
2000,potiguara,2
2001,potiguara,6
2002,potiguara,9
2003,potiguara,15
2004,potiguara,12
2005,potiguara,30
2006,potiguara,20
2007,potiguara,16
2008,potiguara,19
2009,potiguara,22
2010,potiguara,21
2011,potiguara,11
2012,potiguara,29
2013,potiguara,1
2014,potiguara,1
2015,potiguara,10
2016,potiguara,16
2017,potiguara,3
2018,potiguara,29
2019,potiguara,6
2000,potiguara de montemor,3
2001,potiguara de montemor,3
2002,potiguara de montemor,2
2003,potiguara de montemor,4
2004,potiguara de montemor,9
2005,potiguara de montemor,2
2006,potiguara de montemor,2
2007,potiguara de montemor,1
2008,potiguara de montemor,1
2009,potiguara de montemor,4
2010,potiguara de montemor,8
2011,potiguara de montemor,5
2012,potiguara de montemor,3
2014,potiguara de montemor,1
2015,potiguara de montemor,7
2016,potiguara de montemor,2
2017,potiguara de montemor,2
2018,potiguara de montemor,2
2004,potrero guatu,2
2008,potrero guatu,1
2009,potrero guatu,3
2010,potrero guatu,1
2011,potrero guatu,1
2012,potrero guatu,3
2015,potrero guatu,1
2016,potrero guatu,1
2002,poyanawa,11
2003,poyanawa,7
2004,poyanawa,1
2005,poyanawa,8
2006,poyanawa,7
2007,poyanawa,12
2008,poyanawa,8
2009,poyanawa,5
2010,poyanawa,4
2011,poyanawa,2
2012,poyanawa,7
2013,poyanawa,9
2014,poyanawa,1
2015,poyanawa,4
2016,poyanawa,12
2017,poyanawa,10
2018,poyanawa,1
2019,poyanawa,3
2002,queimadas,3
2003,queimadas,12
2004,queimadas,5
2005,queimadas,3
2006,queimadas,13
2007,queimadas,5
2008,queimadas,1
2010,queimadas,3
2011,queimadas,3
2012,queimadas,1
2013,queimadas,1
2014,queimadas,3
2015,queimadas,2
2016,queimadas,5
2017,queimadas,2
2018,queimadas,2
2019,queimadas,7
2015,quixaba fazenda pedrosa,1
2001,raimundpo,2
2003,raimundpo,8
2008,raimundpo,1
2010,raimundpo,2
2012,raimundpo,3
2013,raimundpo,4
2014,raimundpo,3
2015,raimundpo,1
2016,raimundpo,8
2018,raimundpo,6
2019,raimundpo,6
2002,rancho jacart,2
2004,rancho jacart,3
2006,rancho jacart,1
2008,rancho jacart,1
2012,rancho jacart,1
2013,rancho jacart,1
2017,rancho jacart,1
2019,rancho jacart,4
2000,raposa serra do sol,75
2001,raposa serra do sol,376
2002,raposa serra do sol,631
2003,raposa serra do sol,471
2004,raposa serra do sol,871
2005,raposa serra do sol,519
2006,raposa serra do sol,723
2007,raposa serra do sol,688
2008,raposa serra do sol,587
2009,raposa serra do sol,733
2010,raposa serra do sol,350
2011,raposa serra do sol,796
2012,raposa serra do sol,626
2013,raposa serra do sol,571
2014,raposa serra do sol,641
2015,raposa serra do sol,619
2016,raposa serra do sol,412
2017,raposa serra do sol,629
2018,raposa serra do sol,581
2019,raposa serra do sol,642
2002,recreiospo ftlix,1
2005,recreiospo ftlix,1
2006,recreiospo ftlix,1
2008,recreiospo ftlix,1
2009,recreiospo ftlix,1
2011,recreiospo ftlix,1
2012,recreiospo ftlix,1
2013,recreiospo ftlix,1
2015,recreiospo ftlix,1
2003,rio areia,1
2004,rio areia,1
2006,rio areia,1
2016,rio areia,1
2002,rio biß,2
2003,rio biß,2
2005,rio biß,3
2006,rio biß,1
2007,rio biß,4
2009,rio biß,2
2010,rio biß,14
2011,rio biß,13
2012,rio biß,2
2013,rio biß,8
2014,rio biß,1
2015,rio biß,1
2016,rio biß,11
2017,rio biß,18
2018,rio biß,1
2019,rio biß,4
2001,rio branco,3
2002,rio branco,35
2003,rio branco,51
2004,rio branco,48
2005,rio branco,47
2006,rio branco,31
2007,rio branco,59
2008,rio branco,22
2009,rio branco,9
2010,rio branco,44
2011,rio branco,17
2012,rio branco,15
2013,rio branco,18
2014,rio branco,14
2015,rio branco,41
2016,rio branco,47
2017,rio branco,41
2018,rio branco,25
2019,rio branco,26
2002,rio das cobras,4
2003,rio das cobras,18
2004,rio das cobras,7
2005,rio das cobras,12
